PaymentID,ReportID,PaymentMethod,PaymentDate,TotalAmount,CompanyPaidAmount,EmployeeDueAmount,PaymentStatus,CompanyCode,PostingDate,Currency,ItemNumber,CostCenter,GLAccount,JournalName,DocumentType,PostingKey,ProfitCenter,Amount,JournalLineDescription,DebitAmount,CreditAmount,FiscalYear,PostedDate,ExchangeRate,ExchangeRateType,ExchangeRateDate,JournalSource,JournalCategory,PrimaryLedger
PAY-645,1385274e-df6f-48e1-ba78-d2066128eea5,ExpenseReimbursement,2024-07-27T00:00:00,1263.72,1185.23,78.49,PAID,C001,2025-08-28,INR,ITEM-645,CC300,400000,JNL-PRACTICE,DR,40,PC01,2619.37,None poor marriage rate blood still strong whose.,2619.37,0.0,2025,2025-04-28,1.1172,M,2024-09-24,CONCUR,PURCHASE,CORP_LEDGER
PAY-646,1385602f-37b2-4e1a-965c-2987977f64c5,ExpenseReimbursement,2025-04-08T00:00:00,1453.78,1320.31,133.47,PAID,C001,2025-09-15,USD,ITEM-646,CC200,600000,JNL-MAGAZINE,DR,50,PC02,2417.01,City interesting beautiful here general night each.,0.0,2417.01,2025,2025-02-02,1.4594,C,2025-07-20,SAP,EXPENSE,APAC_LEDGER
PAY-647,1394366f-bd88-4ec3-b751-04963000838c,CorporateCardSettlement,2024-07-10T00:00:00,976.87,891.88,84.99,PAID,C003,2025-07-07,INR,ITEM-647,CC100,500000,JNL-NORTH,KR,40,PC02,2317.05,Want establish job summer best box probably.,2317.05,0.0,2025,2024-12-21,1.2263,B,2025-09-14,SAP,PURCHASE,CORP_LEDGER
PAY-648,13951b82-8ffc-4eac-b339-dd1158481432,CorporateCardSettlement,2024-03-22T00:00:00,1256.77,1160.7,96.07,PAID,C002,2025-08-28,EUR,ITEM-648,CC300,400000,JNL-NETWORK,SA,50,PC02,2620.48,About third amount vote.,0.0,2620.48,2025,2024-12-22,0.7039,B,2024-11-04,CONCUR,TRAVEL,APAC_LEDGER
PAY-649,13967302-85ac-43f1-b17c-2b7088de9eb0,CorporateCardSettlement,2024-06-13T00:00:00,1371.5,1159.59,211.91,PAID,C003,2025-09-05,GBP,ITEM-649,CC100,600000,JNL-ALONE,DR,40,PC03,1532.95,War sell quality financial sister happen.,1532.95,0.0,2025,2025-09-07,1.1014,M,2025-07-04,CONCUR,PURCHASE,CORP_LEDGER
PAY-650,139c397a-f07c-484c-b8b9-4d4332c86fef,ExpenseReimbursement,2023-11-28T00:00:00,32.13,25.84,6.29,PAID,C003,2025-03-28,USD,ITEM-650,CC300,400000,JNL-HOUSE,SA,50,PC02,3768.57,Continue language least close piece.,0.0,3768.57,2025,2025-08-24,0.7607,B,2025-04-03,SAP,TRAVEL,APAC_LEDGER
PAY-651,139f37f5-6ef6-4a7a-a244-b020175db00b,CorporateCardSettlement,2024-01-22T00:00:00,1129.69,910.31,219.38,PAID,C003,2024-09-30,USD,ITEM-651,CC300,500000,JNL-SOUND,SA,40,PC03,4668.8,Our itself positive gas.,4668.8,0.0,2025,2025-04-17,1.0132,B,2025-08-27,CONCUR,EXPENSE,APAC_LEDGER
PAY-652,139ff78b-f60c-4ff9-927b-962925cbfb35,ExpenseReimbursement,2025-05-19T00:00:00,485.8,374.13,111.67,PAID,C001,2025-05-05,INR,ITEM-652,CC100,400000,JNL-BILL,DR,40,PC01,1224.15,Local become change top.,0.0,1224.15,2025,2025-03-02,1.4946,C,2024-11-26,SAP,EXPENSE,APAC_LEDGER
PAY-653,13a1c013-ae02-4795-a3e3-189d40e21ad4,BankTransfer,2024-10-17T00:00:00,686.45,617.22,69.23,PAID,C003,2024-10-13,INR,ITEM-653,CC200,500000,JNL-BIG,SA,50,PC01,1691.32,They building service interest recent.,1691.32,0.0,2025,2024-10-13,1.1599,B,2024-11-15,WORKDAY,EXPENSE,APAC_LEDGER
PAY-654,13a510df-dc79-45cf-b9b2-817bca7578ba,ExpenseReimbursement,2025-09-12T00:00:00,1494.8,1428.09,66.71,PAID,C002,2024-12-10,EUR,ITEM-654,CC300,400000,JNL-MORNING,SA,50,PC03,1560.22,Animal onto back probably safe.,0.0,1560.22,2025,2025-03-22,1.4205,C,2025-05-29,SAP,PURCHASE,APAC_LEDGER
PAY-655,13a66983-8bbe-4f9c-8d82-516d5b96b6ba,CorporateCardSettlement,2025-07-09T00:00:00,1053.94,891.14,162.8,PAID,C003,2025-01-30,USD,ITEM-655,CC200,500000,JNL-AVOID,KR,50,PC02,2188.19,Professor whom on throughout practice also apply.,2188.19,0.0,2025,2025-08-01,0.9795,C,2024-12-13,CONCUR,EXPENSE,APAC_LEDGER
PAY-656,13a7b06e-f690-4560-a4db-e88f8ceeb2a6,BankTransfer,2024-09-03T00:00:00,1288.61,1060.77,227.84,PAID,C001,2025-07-09,INR,ITEM-656,CC300,500000,JNL-PARTICULARLY,KR,40,PC03,4201.65,Perhaps rather exist off letter education allow community.,0.0,4201.65,2025,2025-08-05,1.2602,M,2025-03-13,WORKDAY,PURCHASE,APAC_LEDGER
PAY-657,13ac5b40-2308-40dc-876d-8d20430401c5,ExpenseReimbursement,2025-07-14T00:00:00,659.97,544.96,115.01,PAID,C001,2025-02-28,GBP,ITEM-657,CC100,500000,JNL-YOUR,SA,40,PC03,3458.52,Guy choice him nearly our.,3458.52,0.0,2025,2024-10-22,1.4492,C,2025-02-15,WORKDAY,TRAVEL,CORP_LEDGER
PAY-658,13adab27-60ca-4087-875f-e78c081ada87,CorporateCardSettlement,2025-05-20T00:00:00,181.15,139.77,41.38,PAID,C003,2024-10-20,USD,ITEM-658,CC300,500000,JNL-CASE,DR,50,PC03,1919.12,Four get safe run through.,0.0,1919.12,2025,2024-10-10,1.481,M,2025-05-28,SAP,EXPENSE,APAC_LEDGER
PAY-659,13bd217d-2aaa-4cbc-902a-43394b401f27,BankTransfer,2025-08-15T00:00:00,157.04,154.54,2.5,PAID,C002,2024-11-03,EUR,ITEM-659,CC300,400000,JNL-COVER,DR,50,PC01,2173.37,Debate indeed process blue green.,2173.37,0.0,2025,2024-11-12,0.8548,B,2025-03-29,WORKDAY,PURCHASE,APAC_LEDGER
PAY-660,13c76d26-3033-4f2f-b7ca-be276f83d133,BankTransfer,2024-06-25T00:00:00,1461.51,1221.59,239.92,PAID,C002,2025-01-23,USD,ITEM-660,CC300,500000,JNL-FRONT,DR,50,PC01,4479.53,These daughter west well only.,0.0,4479.53,2025,2024-12-18,0.9413,B,2025-04-29,CONCUR,PURCHASE,APAC_LEDGER
PAY-661,13ce4a7f-dea1-4b49-a6ee-285436dbb8fb,CorporateCardSettlement,2024-12-07T00:00:00,116.52,96.02,20.5,PAID,C003,2025-06-13,GBP,ITEM-661,CC300,400000,JNL-RULE,SA,40,PC01,2113.53,Environment behind near amount apply fill establish other.,2113.53,0.0,2025,2025-03-22,0.7365,C,2025-03-29,SAP,PURCHASE,CORP_LEDGER
PAY-662,13d2957c-c438-4d05-bcb7-770ed38867b9,CorporateCardSettlement,2024-09-14T00:00:00,1389.57,1156.84,232.73,PAID,C002,2024-09-20,EUR,ITEM-662,CC200,400000,JNL-AS,SA,40,PC01,2013.46,Response single issue suffer.,0.0,2013.46,2025,2024-10-03,1.4192,B,2024-09-28,SAP,TRAVEL,CORP_LEDGER
PAY-663,13e7e013-3fb3-4d82-b662-25f0ec8ec6a2,BankTransfer,2024-08-05T00:00:00,1095.03,1047.58,47.45,PAID,C003,2025-02-15,GBP,ITEM-663,CC300,600000,JNL-VISIT,SA,40,PC03,4789.18,Third author nothing attorney hope tree through fall.,4789.18,0.0,2025,2024-09-29,1.0856,M,2024-10-02,CONCUR,TRAVEL,CORP_LEDGER
PAY-664,13eb2a75-3750-4411-95e8-cea63684667b,BankTransfer,2025-04-23T00:00:00,1349.86,1151.78,198.08,PAID,C002,2025-06-04,EUR,ITEM-664,CC200,600000,JNL-HOUSE,SA,50,PC02,4171.75,Official join pretty million.,0.0,4171.75,2025,2025-06-11,1.3897,C,2024-10-30,WORKDAY,PURCHASE,CORP_LEDGER
PAY-665,13ef1647-98f3-4d23-a778-6fb9f9b45d1a,BankTransfer,2024-01-16T00:00:00,1215.17,1146.08,69.09,PAID,C003,2025-08-25,USD,ITEM-665,CC300,400000,JNL-LOT,SA,50,PC02,3587.65,Amount how source chair memory.,3587.65,0.0,2025,2025-08-07,1.4552,C,2025-06-20,WORKDAY,TRAVEL,CORP_LEDGER
PAY-666,13effc4b-049f-4f45-86e9-8a6400aefa1e,CorporateCardSettlement,2023-11-17T00:00:00,866.37,688.28,178.09,PAID,C003,2025-02-10,USD,ITEM-666,CC200,400000,JNL-PUT,DR,40,PC02,2448.94,Girl draw issue success service together upon wait.,0.0,2448.94,2025,2025-05-30,1.4256,M,2025-07-12,WORKDAY,PURCHASE,APAC_LEDGER
PAY-667,13f33bdf-b773-46a6-8b4d-86a352d86adb,ExpenseReimbursement,2025-04-03T00:00:00,459.53,433.02,26.51,PAID,C001,2025-05-10,USD,ITEM-667,CC100,600000,JNL-BANK,SA,40,PC01,2706.47,Not life seven.,2706.47,0.0,2025,2024-12-26,0.8062,B,2025-06-05,CONCUR,PURCHASE,APAC_LEDGER
PAY-668,13f9389b-4936-4e8f-b0c0-f19ca60f9ed0,BankTransfer,2023-10-20T00:00:00,236.0,215.71,20.29,PAID,C001,2024-10-23,GBP,ITEM-668,CC300,400000,JNL-ADULT,DR,50,PC01,448.89,Fly message seek nation.,0.0,448.89,2025,2024-10-13,1.2434,M,2025-03-13,CONCUR,PURCHASE,APAC_LEDGER
PAY-669,1409039d-3586-45be-96c6-e1bbc996a24f,ExpenseReimbursement,2024-05-16T00:00:00,32.02,24.27,7.75,PAID,C003,2025-01-22,INR,ITEM-669,CC100,600000,JNL-ENOUGH,SA,50,PC03,1919.28,Challenge anything purpose.,1919.28,0.0,2025,2025-09-15,1.1838,B,2025-08-24,WORKDAY,EXPENSE,APAC_LEDGER
PAY-670,1409f68b-fc91-48a0-87e8-1cbd32b21d7d,BankTransfer,2024-10-12T00:00:00,378.59,326.58,52.01,PAID,C002,2025-08-13,GBP,ITEM-670,CC200,500000,JNL-LOSS,SA,50,PC03,2894.76,Either east response whole start capital.,0.0,2894.76,2025,2025-04-12,0.8808,C,2024-10-11,WORKDAY,PURCHASE,CORP_LEDGER
PAY-671,140c53b8-35dc-4e44-bdee-2be1423aba52,CorporateCardSettlement,2024-03-01T00:00:00,453.64,374.12,79.52,PAID,C003,2025-04-01,EUR,ITEM-671,CC200,600000,JNL-SOMETHING,SA,40,PC02,394.59,Moment by standard military air manager remember.,394.59,0.0,2025,2025-08-25,1.1375,B,2025-02-15,WORKDAY,PURCHASE,CORP_LEDGER
PAY-672,140de1a5-6c6c-49d6-8269-5936bc81f44a,BankTransfer,2024-08-08T00:00:00,890.87,776.08,114.79,PAID,C003,2025-08-23,USD,ITEM-672,CC300,600000,JNL-DURING,SA,50,PC01,21.06,Identify commercial course live read address.,0.0,21.06,2025,2024-10-13,1.1026,M,2025-07-25,SAP,EXPENSE,CORP_LEDGER
PAY-673,1411e314-e4ee-4a07-a463-ba4d0fa3b1ac,BankTransfer,2024-11-21T00:00:00,1447.64,1413.55,34.09,PAID,C002,2025-06-20,INR,ITEM-673,CC300,600000,JNL-SEA,KR,40,PC02,4483.97,You just than idea job unit community.,4483.97,0.0,2025,2025-03-21,0.9841,M,2025-04-17,CONCUR,PURCHASE,APAC_LEDGER
PAY-674,14120515-d113-4d66-b0fc-6b46785504e1,BankTransfer,2024-05-07T00:00:00,244.47,198.63,45.84,PAID,C001,2025-07-03,GBP,ITEM-674,CC100,500000,JNL-FEELING,SA,50,PC03,2410.37,Position difficult commercial ok yard fire score billion.,0.0,2410.37,2025,2025-01-23,0.9188,B,2025-07-23,CONCUR,EXPENSE,CORP_LEDGER
PAY-675,14146ff6-0bed-4e70-b1d3-686678512b4a,BankTransfer,2024-02-12T00:00:00,1065.65,1054.54,11.11,PAID,C001,2024-10-01,USD,ITEM-675,CC200,500000,JNL-WALL,SA,50,PC03,3203.67,Together my century management site.,3203.67,0.0,2025,2025-06-14,1.3228,C,2025-07-06,SAP,PURCHASE,APAC_LEDGER
PAY-676,1414ed8d-e0d3-4ae1-9d98-9cfba1e9f2ae,CorporateCardSettlement,2025-08-26T00:00:00,709.39,625.79,83.6,PAID,C001,2024-10-13,USD,ITEM-676,CC200,600000,JNL-EDGE,DR,40,PC01,1791.93,Yard son thought raise.,0.0,1791.93,2025,2025-03-16,1.3433,B,2025-04-02,CONCUR,EXPENSE,APAC_LEDGER
PAY-677,1415370a-0f35-474c-9410-8c1bfd207c87,BankTransfer,2024-02-07T00:00:00,1366.98,1035.25,331.73,PAID,C001,2025-05-21,GBP,ITEM-677,CC200,400000,JNL-ROAD,KR,40,PC01,2655.56,Hair employee article road require size decision.,2655.56,0.0,2025,2025-03-24,0.9412,M,2025-02-17,WORKDAY,PURCHASE,CORP_LEDGER
PAY-678,142911ff-7341-411f-92bd-407c29eb7b71,CorporateCardSettlement,2024-02-12T00:00:00,743.47,670.9,72.57,PAID,C001,2024-12-08,INR,ITEM-678,CC100,600000,JNL-AGAINST,DR,40,PC02,4245.89,Go beat response here.,0.0,4245.89,2025,2025-04-17,0.8324,M,2024-10-14,WORKDAY,PURCHASE,APAC_LEDGER
PAY-679,142c1156-a9ae-439a-944c-f56a64019a71,ExpenseReimbursement,2024-01-08T00:00:00,664.72,541.89,122.83,PAID,C002,2024-12-24,GBP,ITEM-679,CC100,600000,JNL-TASK,SA,50,PC01,4913.54,Total majority item ever beautiful material enter.,4913.54,0.0,2025,2024-11-15,1.254,B,2024-11-15,WORKDAY,PURCHASE,CORP_LEDGER
PAY-680,1458d179-cf3d-4791-8d81-53ea8ec0c725,CorporateCardSettlement,2025-05-24T00:00:00,441.19,433.83,7.36,PAID,C001,2025-06-11,USD,ITEM-680,CC100,600000,JNL-ENOUGH,SA,50,PC01,854.86,Cultural capital run explain whose.,0.0,854.86,2025,2025-03-03,1.4222,M,2025-06-01,WORKDAY,TRAVEL,CORP_LEDGER
PAY-681,1465f71a-cb2b-43a4-9b9a-2734e891701e,ExpenseReimbursement,2024-01-14T00:00:00,350.73,301.3,49.43,PAID,C003,2024-09-26,GBP,ITEM-681,CC100,600000,JNL-MISSION,SA,50,PC01,2780.18,Parent two wait imagine that.,2780.18,0.0,2025,2024-11-15,0.903,B,2025-06-17,WORKDAY,TRAVEL,CORP_LEDGER
PAY-682,1476d9ea-c035-433c-b712-a6a1f6f94f4a,CorporateCardSettlement,2025-09-20T00:00:00,265.9,242.59,23.31,PAID,C002,2024-09-27,EUR,ITEM-682,CC100,400000,JNL-RELATE,KR,50,PC02,3131.32,Choose rest continue business deep.,0.0,3131.32,2025,2024-10-19,1.0913,M,2025-02-05,WORKDAY,EXPENSE,APAC_LEDGER
PAY-683,14770f91-1990-4304-9017-db6b9e7c511a,BankTransfer,2024-06-13T00:00:00,931.57,770.13,161.44,PAID,C001,2024-09-20,GBP,ITEM-683,CC200,400000,JNL-NOR,DR,40,PC03,3056.29,Tax above yes value policy.,3056.29,0.0,2025,2025-01-06,1.0857,B,2025-02-27,SAP,PURCHASE,CORP_LEDGER
PAY-684,148c875b-0d82-41c0-89b3-a04162827b49,BankTransfer,2025-01-04T00:00:00,276.62,268.69,7.93,PAID,C002,2025-07-19,INR,ITEM-684,CC200,400000,JNL-REVEAL,SA,40,PC01,2708.8,High raise fall maintain cover.,0.0,2708.8,2025,2024-12-17,1.0959,M,2025-07-03,CONCUR,EXPENSE,APAC_LEDGER
PAY-685,14957e75-8464-4ef8-81e5-9e365e1f1412,ExpenseReimbursement,2025-07-18T00:00:00,783.1,774.47,8.63,PAID,C003,2024-10-20,EUR,ITEM-685,CC200,600000,JNL-NATURAL,DR,40,PC01,4650.91,Necessary will moment traditional above bring under.,4650.91,0.0,2025,2024-10-19,1.1079,B,2024-10-11,CONCUR,TRAVEL,CORP_LEDGER
PAY-686,14992a5f-b113-46e6-9137-9dece92e48a4,CorporateCardSettlement,2024-06-12T00:00:00,675.91,653.68,22.23,PAID,C002,2025-08-21,EUR,ITEM-686,CC100,500000,JNL-ROAD,KR,50,PC01,1703.08,Owner fund until right key.,0.0,1703.08,2025,2025-06-06,0.952,C,2024-11-23,WORKDAY,EXPENSE,APAC_LEDGER
PAY-687,149f7dfd-ba09-40ed-9c23-df704fa14183,BankTransfer,2025-04-17T00:00:00,222.82,205.91,16.91,PAID,C002,2024-11-30,GBP,ITEM-687,CC200,500000,JNL-LEARN,SA,50,PC02,1733.01,Necessary child TV during often local.,1733.01,0.0,2025,2025-06-01,1.0233,B,2025-05-08,CONCUR,PURCHASE,APAC_LEDGER
PAY-688,14a9a096-f254-4774-b734-27113a039fc0,BankTransfer,2025-05-18T00:00:00,1376.62,1070.33,306.29,PAID,C001,2025-09-17,GBP,ITEM-688,CC200,500000,JNL-TRUE,DR,40,PC02,3931.71,Organization trip from enough first beyond glass him.,0.0,3931.71,2025,2025-08-23,0.9838,B,2025-07-05,CONCUR,TRAVEL,APAC_LEDGER
PAY-689,14ac2162-c9ad-4ee3-a099-8806a6e67fc2,BankTransfer,2025-08-08T00:00:00,1275.75,1193.57,82.18,PAID,C001,2025-04-20,EUR,ITEM-689,CC100,500000,JNL-SERVE,KR,50,PC03,1736.61,Full evening better investment city everyone story address.,1736.61,0.0,2025,2024-10-27,1.2751,C,2025-04-18,WORKDAY,TRAVEL,APAC_LEDGER
PAY-690,14af8e87-4f07-49d3-8a50-73a484664624,ExpenseReimbursement,2024-12-05T00:00:00,182.39,154.92,27.47,PAID,C001,2024-12-03,EUR,ITEM-690,CC300,500000,JNL-SKILL,KR,40,PC01,1709.22,Civil talk picture tax.,0.0,1709.22,2025,2025-07-11,1.0224,M,2024-09-29,WORKDAY,TRAVEL,CORP_LEDGER
PAY-691,14b80d9e-382e-469a-b1aa-0b924a39d20a,CorporateCardSettlement,2024-07-19T00:00:00,446.98,421.38,25.6,PAID,C003,2024-12-24,USD,ITEM-691,CC200,600000,JNL-COST,DR,40,PC03,186.68,Mr trouble first.,186.68,0.0,2025,2025-01-31,0.8989,B,2024-09-25,SAP,EXPENSE,CORP_LEDGER
PAY-692,14c0ecb3-3477-46a0-af93-4fa7520162a4,CorporateCardSettlement,2025-08-27T00:00:00,1285.44,1067.63,217.81,PAID,C002,2025-08-17,GBP,ITEM-692,CC200,400000,JNL-JUST,SA,50,PC02,2985.44,Return over discover study explain.,0.0,2985.44,2025,2025-04-19,1.1191,B,2025-08-28,SAP,EXPENSE,APAC_LEDGER
PAY-693,14c15d1e-07b5-4b71-baaf-325dbcc60941,BankTransfer,2024-08-16T00:00:00,1116.73,1044.17,72.56,PAID,C002,2025-04-13,GBP,ITEM-693,CC200,500000,JNL-DEVELOPMENT,SA,40,PC01,4165.4,Economic ok trade compare admit middle serious.,4165.4,0.0,2025,2025-07-13,0.7989,B,2024-12-29,CONCUR,PURCHASE,CORP_LEDGER
PAY-694,14c1aed4-8084-42e6-b618-048794dcbe56,CorporateCardSettlement,2024-03-31T00:00:00,945.39,915.52,29.87,PAID,C001,2025-04-14,USD,ITEM-694,CC100,600000,JNL-ROCK,DR,40,PC01,3928.31,Lot marriage rest growth finish gas claim.,0.0,3928.31,2025,2025-09-02,1.4445,M,2024-10-04,SAP,TRAVEL,APAC_LEDGER
PAY-695,14c5be12-6ce4-4a5e-ad56-0bf4380eab96,BankTransfer,2024-10-07T00:00:00,290.39,218.61,71.78,PAID,C003,2025-01-10,EUR,ITEM-695,CC200,600000,JNL-HOLD,DR,40,PC01,2829.11,Performance system matter bring practice near only.,2829.11,0.0,2025,2024-10-01,1.2686,M,2025-04-07,SAP,TRAVEL,CORP_LEDGER
PAY-696,14c9347c-5525-4bea-8a61-3c8c4e08e6fb,BankTransfer,2025-04-17T00:00:00,1132.72,1094.56,38.16,PAID,C003,2024-12-01,GBP,ITEM-696,CC200,600000,JNL-TV,DR,40,PC03,723.26,Street far professional move.,0.0,723.26,2025,2025-03-07,0.7842,B,2025-01-01,CONCUR,EXPENSE,CORP_LEDGER
PAY-697,14c9cebe-2608-41ed-a985-0b80f81b8bdd,ExpenseReimbursement,2024-09-07T00:00:00,631.07,625.34,5.73,PAID,C003,2025-06-28,GBP,ITEM-697,CC100,400000,JNL-COLD,DR,50,PC01,96.54,Wall west by it determine produce.,96.54,0.0,2025,2024-10-22,1.3603,B,2024-12-13,CONCUR,EXPENSE,APAC_LEDGER
PAY-698,14d18c1c-494d-4ea9-87a9-6251f9ed6a83,ExpenseReimbursement,2024-01-11T00:00:00,256.12,193.45,62.67,PAID,C003,2025-05-05,INR,ITEM-698,CC100,500000,JNL-LINE,SA,40,PC01,4047.31,Family pattern traditional challenge speak.,0.0,4047.31,2025,2025-07-30,0.7168,M,2025-09-02,CONCUR,EXPENSE,CORP_LEDGER
PAY-699,14ed7523-2d2a-4cea-a0c6-a116a3b84bb7,CorporateCardSettlement,2024-07-18T00:00:00,318.25,302.47,15.78,PAID,C002,2024-12-29,INR,ITEM-699,CC100,400000,JNL-DRUG,SA,50,PC02,407.08,Government wall simply manage.,407.08,0.0,2025,2025-01-05,0.9436,C,2024-10-26,SAP,TRAVEL,CORP_LEDGER
PAY-700,14ee72f2-7938-46b4-a1d2-2e6d275a5406,CorporateCardSettlement,2025-09-07T00:00:00,1466.1,1282.62,183.48,PAID,C003,2024-12-31,GBP,ITEM-700,CC200,400000,JNL-SPACE,SA,40,PC02,4427.16,Science themselves organization hot.,0.0,4427.16,2025,2025-02-11,1.0013,M,2025-01-15,WORKDAY,PURCHASE,CORP_LEDGER
PAY-701,14f952c0-7e93-459e-a4d3-1d14fb9677e0,BankTransfer,2024-08-27T00:00:00,81.6,64.57,17.03,PAID,C003,2024-12-14,GBP,ITEM-701,CC100,400000,JNL-LIFE,SA,40,PC01,3246.58,Tree step grow crime international until name determine.,3246.58,0.0,2025,2025-03-02,0.9164,C,2024-11-04,WORKDAY,PURCHASE,APAC_LEDGER
PAY-702,14fa88e9-ab0b-43d4-b443-3dbbbd73b3bf,CorporateCardSettlement,2023-12-25T00:00:00,1037.12,924.46,112.66,PAID,C003,2025-01-14,USD,ITEM-702,CC200,600000,JNL-THEMSELVES,KR,50,PC01,4919.25,For pass difference fish tough space view.,0.0,4919.25,2025,2025-08-04,1.3716,M,2025-03-31,SAP,PURCHASE,CORP_LEDGER
PAY-703,14fa8d5f-9320-463c-8c23-ae613a1c3178,ExpenseReimbursement,2025-02-18T00:00:00,513.25,482.2,31.05,PAID,C001,2025-01-09,USD,ITEM-703,CC200,400000,JNL-STEP,SA,40,PC02,923.68,Choice store suddenly painting scientist.,923.68,0.0,2025,2024-09-21,1.0307,B,2025-04-13,WORKDAY,TRAVEL,APAC_LEDGER
PAY-704,1502e1fd-7e95-42a8-b1e0-5bf6e0bb41eb,CorporateCardSettlement,2025-01-02T00:00:00,460.59,404.53,56.06,PAID,C003,2025-01-21,GBP,ITEM-704,CC100,400000,JNL-PROJECT,SA,40,PC01,2815.09,Debate respond might concern notice century condition.,0.0,2815.09,2025,2025-09-10,1.2796,C,2025-04-04,SAP,EXPENSE,APAC_LEDGER
PAY-705,150bc6be-b186-491a-930d-6bf9de6ffc48,CorporateCardSettlement,2024-03-02T00:00:00,143.73,107.84,35.89,PAID,C003,2025-04-21,GBP,ITEM-705,CC300,600000,JNL-HIM,DR,50,PC01,422.42,Individual source agent night along probably hospital.,422.42,0.0,2025,2025-05-09,0.7576,B,2025-01-12,SAP,PURCHASE,APAC_LEDGER
PAY-706,1511c2fb-8e79-4946-969d-6e2a03e6d58d,ExpenseReimbursement,2025-05-24T00:00:00,1034.23,810.09,224.14,PAID,C003,2024-10-03,GBP,ITEM-706,CC300,500000,JNL-CAPITAL,SA,50,PC03,3987.68,Book leader information system sing.,0.0,3987.68,2025,2025-04-14,0.9971,C,2024-10-17,WORKDAY,TRAVEL,APAC_LEDGER
PAY-707,1515f332-bc33-4a23-94ff-152a7b11723e,BankTransfer,2024-10-27T00:00:00,1433.44,1121.95,311.49,PAID,C001,2025-06-18,GBP,ITEM-707,CC300,600000,JNL-ADDRESS,DR,50,PC03,4453.82,Much thought on season as.,4453.82,0.0,2025,2024-09-23,0.9677,M,2025-07-03,WORKDAY,TRAVEL,APAC_LEDGER
PAY-708,1517216c-cfd9-4ff1-a164-7f69cbd392f6,BankTransfer,2025-08-20T00:00:00,1106.3,991.53,114.77,PAID,C002,2024-10-21,GBP,ITEM-708,CC300,500000,JNL-WITHOUT,KR,40,PC01,498.89,Employee kitchen loss several.,0.0,498.89,2025,2024-12-18,1.0312,B,2025-03-27,SAP,EXPENSE,CORP_LEDGER
PAY-709,151b68da-0198-49a6-8ea9-ce88715ba129,ExpenseReimbursement,2024-07-23T00:00:00,38.73,31.15,7.58,PAID,C002,2025-07-31,USD,ITEM-709,CC200,500000,JNL-TOUGH,DR,40,PC03,4106.85,Before down order use who us.,4106.85,0.0,2025,2025-03-16,0.7254,C,2025-09-08,WORKDAY,EXPENSE,CORP_LEDGER
PAY-710,15249b6e-1162-4dfb-ad67-b9053d61ef88,CorporateCardSettlement,2025-02-18T00:00:00,1272.91,1173.65,99.26,PAID,C002,2025-01-14,EUR,ITEM-710,CC100,600000,JNL-MAN,KR,40,PC02,2040.32,Discover physical yeah such big everything both community.,0.0,2040.32,2025,2025-08-09,0.8487,C,2025-01-05,WORKDAY,EXPENSE,APAC_LEDGER
PAY-711,1538135c-5404-4ae6-9e20-43309ab4bb54,ExpenseReimbursement,2024-10-31T00:00:00,273.6,223.83,49.77,PAID,C003,2025-09-14,EUR,ITEM-711,CC100,400000,JNL-WISH,SA,50,PC02,1838.14,Middle mention ten age yes.,1838.14,0.0,2025,2025-08-06,1.4914,C,2025-02-26,SAP,EXPENSE,APAC_LEDGER
PAY-712,154c7f9d-a843-45d7-99c5-350eaf66f745,ExpenseReimbursement,2025-01-18T00:00:00,191.28,147.79,43.49,PAID,C001,2025-03-01,USD,ITEM-712,CC300,400000,JNL-PUBLIC,KR,40,PC02,1140.88,Pay doctor home too economy.,0.0,1140.88,2025,2024-10-24,1.2925,C,2025-06-03,WORKDAY,TRAVEL,CORP_LEDGER
PAY-713,154f1dfa-8dd7-4181-9933-80972d4cc062,BankTransfer,2025-04-08T00:00:00,344.41,325.75,18.66,PAID,C002,2025-04-03,USD,ITEM-713,CC300,400000,JNL-PAGE,KR,50,PC03,4840.55,Together hour practice individual language tonight way ten.,4840.55,0.0,2025,2025-06-10,0.8577,B,2025-01-12,CONCUR,EXPENSE,CORP_LEDGER
PAY-714,154f4d8f-a60e-45f5-ade7-b82289dc26b2,CorporateCardSettlement,2025-03-06T00:00:00,452.27,450.33,1.94,PAID,C002,2025-02-07,USD,ITEM-714,CC300,600000,JNL-OWNER,SA,40,PC03,4196.38,Receive development bar marriage five apply next.,0.0,4196.38,2025,2025-09-08,1.3581,C,2024-10-27,WORKDAY,PURCHASE,CORP_LEDGER
PAY-715,15536463-4863-4510-84ba-c4297c3b6e00,ExpenseReimbursement,2025-06-29T00:00:00,184.0,167.85,16.15,PAID,C003,2024-10-21,INR,ITEM-715,CC100,600000,JNL-SEEK,SA,50,PC02,1180.13,Whether part discussion pattern kid play.,1180.13,0.0,2025,2025-03-30,0.9065,B,2025-02-06,CONCUR,PURCHASE,CORP_LEDGER
PAY-716,156d78a5-c05a-4a38-ba17-0fa984e02d45,CorporateCardSettlement,2025-07-03T00:00:00,404.41,317.75,86.66,PAID,C001,2024-12-25,INR,ITEM-716,CC300,400000,JNL-QUESTION,SA,40,PC01,1952.94,Newspaper require security ahead arm suggest.,0.0,1952.94,2025,2025-02-27,1.235,B,2025-07-11,SAP,TRAVEL,CORP_LEDGER
